model_error,format_error,batch_size,n_policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,prompt_tokens,completion_tokens,total_cost,diff
,,1,3,300,0,0,12.7895028591156,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,1,4.642226934432983,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,2,25.480499982833862,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'(""luxembourg"",""100.0.4.0/24"")': ['basel']}, 'old_value': {'(luxembourg,100.0.4.0/24)': ['basel']}}, ""root['loadbalancing']"": {'new_value': {'(""luxembourg"",""100.0.4.0/24"")': 4}, 'old_value': {'(luxembourg,100.0.4.0/24)': 4}}}}"
,,1,3,300,0,3,26.978941917419434,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,4,4.738149166107178,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,5,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict in requirements: Traffic from Luxembourg to subnet 100.0.1.0/24 should follow two waypoints (Kiev and other unspecified locations) and be load-balanced across 4 paths, which cannot be satisfied simultaneously.'}"
,,1,3,300,0,6,9.249924182891846,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,7,4.581408739089966,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,8,5.686964988708496,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,9,9.877322912216187,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,10,38.156561851501465,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,11,4.638138055801392,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,12,4.799152851104736,3,3,0,0,1.0,0,0,0,{}
"the JSON object must be str, bytes or bytearray, not NoneType",,1,3,300,0,13,0,0,0,0,0,0,0,0,0,
,,1,3,300,0,14,41.66494417190552,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,15,20.985153913497925,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,16,36.93812608718872,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,17,10.497966051101685,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {""('frankfurt','100.0.9.0/24')"": ['rotterdam']}, 'old_value': {'(frankfurt,100.0.9.0/24)': ['rotterdam']}}, ""root['loadbalancing']"": {'new_value': {""('frankfurt','100.0.9.0/24')"": 2}, 'old_value': {'(frankfurt,100.0.9.0/24)': 2}}}}"
,,1,3,300,0,18,21.85147500038147,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {""('geneva','100.0.4.0/24')"": ['basel']}, 'old_value': {'(geneva,100.0.4.0/24)': ['basel']}}, ""root['loadbalancing']"": {'new_value': {""('geneva','100.0.4.0/24')"": 3}, 'old_value': {'(geneva,100.0.4.0/24)': 3}}}}"
,,1,3,300,0,19,5.363250017166138,3,0,3,3,0.0,0,0,0,"{'values_changed': {""root['reachability']"": {'new_value': {'Rotterdam': ['100.0.4.0/24']}, 'old_value': {'rotterdam': ['100.0.4.0/24']}}, ""root['waypoint']"": {'new_value': {'(Rotterdam,100.0.4.0/24)': ['Basel']}, 'old_value': {'(rotterdam,100.0.4.0/24)': ['basel']}}, ""root['loadbalancing']"": {'new_value': {'(Rotterdam,100.0.4.0/24)': 3}, 'old_value': {'(rotterdam,100.0.4.0/24)': 3}}}}"
,,1,3,300,0,20,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'result': 'Conflict in requirements: Both load balancing and waypoint are specified for (barcelona, 100.0.1.0/24).'}"
,,1,3,300,0,21,4.944713354110718,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,22,22.2645320892334,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'(""praha"",""100.0.4.0/24"")': ['basel']}, 'old_value': {'(praha,100.0.4.0/24)': ['basel']}}, ""root['loadbalancing']"": {'new_value': {'(""praha"",""100.0.4.0/24"")': 2}, 'old_value': {'(praha,100.0.4.0/24)': 2}}}}"
,,1,3,300,0,23,5.612987279891968,3,2,1,1,0.6666666666666666,0,0,0,"{'dictionary_item_added': [""root['reachability']['london']""], 'dictionary_item_removed': [""root['waypoint']['(paris,100.0.29.0/24)']""]}"
,,1,3,300,0,24,30.601380825042725,2,2,1,0,0.6666666666666666,0,0,0,"{'dictionary_item_removed': [""root['waypoint']['(kiev,100.0.4.0/24)']""]}"
,,1,3,300,0,25,4.762110233306885,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,26,4.790057897567749,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,27,27.962488889694214,3,3,0,0,1.0,0,0,0,{}
