model_error,format_error,batch_size,n_policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,prompt_tokens,completion_tokens,total_cost,diff
,,1,3,300,0,0,19.362448930740356,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,1,27.404594898223877,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,2,17.56458878517151,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'(""luxembourg"",""100.0.4.0/24"")': ['basel']}, 'old_value': {'(luxembourg,100.0.4.0/24)': ['basel']}}, ""root['loadbalancing']"": {'new_value': {'(""luxembourg"",""100.0.4.0/24"")': 4}, 'old_value': {'(luxembourg,100.0.4.0/24)': 4}}}}"
,,1,3,300,0,3,5.543864011764526,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,4,5.438541889190674,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,5,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict in requirements: Reachability and Waypoint for (luxembourg, 100.0.1.0/24) are both specified, but they cannot coexist without defining a common pathway through Kiev.'}"
,,1,3,300,0,6,4.8828818798065186,3,3,0,0,1.0,0,0,0,{}
"the JSON object must be str, bytes or bytearray, not NoneType",,1,3,300,0,7,0,0,0,0,0,0,0,0,0,
,,1,3,300,0,8,27.770487785339355,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,9,48.64962601661682,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,10,12.663399934768677,3,1,2,2,0.3333333333333333,0,0,0,"{'values_changed': {""root['waypoint']"": {'new_value': {'(""rotterdam"",""100.0.29.0/24"")': ['london']}, 'old_value': {'(rotterdam,100.0.29.0/24)': ['london']}}, ""root['loadbalancing']"": {'new_value': {'(""rotterdam"",""100.0.29.0/24"")': 2}, 'old_value': {'(rotterdam,100.0.29.0/24)': 2}}}}"
,,1,3,300,0,11,4.9303879737854,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,12,15.70435619354248,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,13,5.0389368534088135,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,14,38.36843013763428,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,15,10.277472972869873,3,3,0,0,1.0,0,0,0,{}
,,1,3,300,0,16,44.41578793525696,3,3,0,0,1.0,0,0,0,{}
