model_error,format_error,batch_size,n_policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,prompt_tokens,completion_tokens,total_cost,diff,conflict_exist,conflict_detect
,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'reachability conflict: istanbul cannot reach 100.0.4.0/24, but traffic originating from istanbul can reach the same prefix'}",True,True
,,1,1,100,0,1,0.8711731433868408,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['milan']""]}",False,False
,,1,1,100,0,2,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'reachability conflict, where a location (sofia) cannot reach a prefix (100.0.18.0/24), but the same prefix is also reachable from the same location'}",True,True
,,1,1,100,0,3,0.8506293296813965,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['paris']""]}",False,False
,,1,1,100,0,4,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement conflicts with itself'}",True,True
,,1,1,100,0,5,0.8555970191955566,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['kiev']""]}",False,False
,,1,1,100,0,6,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'There is a conflict between reachability and waypoint. milan cannot reach 100.0.10.0/24 directly, but traffic originating from milan should be able to reach it.'}",True,True
,,1,1,100,0,7,0.871845006942749,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['london']""]}",False,False
,,1,1,100,0,8,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflicting reachability requirement for Marseille'}",True,True
,,1,1,100,0,9,0.8678610324859619,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['athens']""]}",False,False
,,1,1,100,0,10,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement conflict: paris cannot reach 100.0.18.0/24 and paris can reach 100.0.18.0/24'}",True,True
,,1,1,100,0,11,0.8541350364685059,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['warsaw']""]}",False,False
,,1,1,100,0,12,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict between Reachability and Waypoint requirements for Frankfurt'}",True,True
,,1,1,100,0,13,0.8615889549255371,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['lyon']""]}",False,False
,,1,1,100,0,14,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Reachability requirement from 'athens' to '100.0.14.0/24' is contradictory""}",True,True
,,1,1,100,0,15,0.8546600341796875,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['frankfurt']""]}",False,False
,,1,1,100,0,16,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict in Reachability requirement: Istanbul cannot and can both reach the same prefix (100.0.8.0/24)'}",True,True
,,1,1,100,0,17,2.5737709999084473,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['luxembourg']""]}",False,False
,,1,1,100,0,18,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement for sofia to not be able to reach 100.0.4.0/24 conflicts with the reachability requirement for 100.0.4.0/24 to be reachable from sofia'}",True,True
,,1,1,100,0,19,0.8545010089874268,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['frankfurt']""]}",False,False
,,1,1,100,0,20,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflicting reachability requirements for location 'paris' and prefix '100.0.9.0/24'. Reachability was initially forbidden, but then connectivity was established.""}",True,True
,,1,1,100,0,21,0.8550212383270264,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['bucharest']""]}",False,False
,,1,1,100,0,22,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict found. Amsterdam cannot reach 100.0.27.0/24, but then it can. This is a contradictory requirement.'}",True,True
,,1,1,100,0,23,0.8528738021850586,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['brussels']""]}",False,False
,,1,1,100,0,24,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflicting reachability rules for location 'rotterdam' and prefix '100.0.24.0/24'""}",True,True
,,1,1,100,0,25,0.8516647815704346,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['praha']""]}",False,False
,,1,1,100,0,26,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement for roma to not reach 100.0.32.0/24 conflicts with reachability requirement that 100.0.32.0/24 is reachable from roma'}",True,True
,,1,1,100,0,27,0.853851318359375,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['sofia']""]}",False,False
,,1,1,100,0,28,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflicting reachability requirements: lyon cannot reach 100.0.8.0/24, but the subnet is also reachable from lyon.'}",True,True
,,1,1,100,0,29,0.8529372215270996,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['zurich']""]}",False,False
,,1,1,100,0,30,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement conflicts with itself'}",True,True
,,1,1,100,0,31,0.8507771492004395,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['kiev']""]}",False,False
,,1,1,100,0,32,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability conflict between Geneva and 100.0.18.0/24: Geneva cannot reach 100.0.18.0/24, but 100.0.18.0/24 is accessible from geneva'}",True,True
,,1,1,100,0,33,3.009772777557373,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['warsaw']""]}",False,False
,,1,1,100,0,34,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'paris can both not reach and reach 100.0.32.0/24'}",True,True
,,1,1,100,0,35,0.8584988117218018,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['london']""]}",False,False
,,1,1,100,0,36,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement conflicts with itself: cannot reach and reachable'}",True,True
,,1,1,100,0,37,0.855950117111206,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['vienna']""]}",False,False
,,1,1,100,0,38,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'reachability requirement conflicts with existing connectivity'}",True,True
,,1,1,100,0,39,0.8621871471405029,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['milan']""]}",False,False
,,1,1,100,0,40,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict detected: Brussels cannot reach 100.0.29.0/24 but the subnet is reachable from Brussels'}",True,True
,,1,1,100,0,41,0.8492832183837891,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['london']""]}",False,False
,,1,1,100,0,42,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement is inconsistent'}",True,True
,,1,1,100,0,43,0.8514049053192139,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['milan']""]}",False,False
,,1,1,100,0,44,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement forbids connectivity, which contradicts the existing connectivity'}",True,True
