model_error,format_error,batch_size,n_policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,prompt_tokens,completion_tokens,total_cost,diff,conflict_exist,conflict_detect
,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Cannot reach and can reach has a conflict on reachability requirement for location 'istanbul' and prefix '100.0.4.0/24'""}",True,True
,,1,1,100,0,1,0.8692102432250977,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'milan': ['100.0.1.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,2,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability conflict: sofia cannot reach 100.0.18.0/24, but 100.0.18.0/24 is accessible from sofia'}",True,True
,,1,1,100,0,3,0.9170901775360107,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'paris': ['100.0.24.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,4,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict in Reachability Requirements: Marseille cannot reach 100.0.0.0/24, but traffic originating from Marseille can reach the same prefix.'}",True,True
,,1,1,100,0,5,0.8594839572906494,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'kiev': ['100.0.22.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,6,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'reachability requirement is inconsistent'}",True,True
,,1,1,100,0,7,0.8583509922027588,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'london': ['100.0.1.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,8,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflicting reachability requirements for location marseille and prefix 100.0.1.0/24'}",True,True
,,1,1,100,0,9,0.8594367504119873,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'athens': ['100.0.25.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
