model_error,format_error,batch_size,n_policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,prompt_tokens,completion_tokens,total_cost,diff,conflict_exist,conflict_detect
,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflicting reachability requirement for location 'istanbul'. Reachability to and from 'istanbul' are not allowed.""}",True,True
,,1,1,100,0,1,2.689338207244873,0,0,1,0,0.0,0,0,0,"{'type_changes': {""root['reachability']"": {'old_type': <class 'dict'>, 'new_type': <class 'list'>, 'old_value': {'milan': ['100.0.1.0/24']}, 'new_value': [{'location': 'milan', 'prefix': '100.0.1.0/24', 'status': 'allowed'}]}}, 'dictionary_item_removed': [""root['waypoint']"", ""root['loadbalancing']""]}",False,False
,,1,1,100,0,2,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement conflict: Sofia cannot reach 100.0.18.0/24, but it is also accessible from Sofia'}",True,True
,,1,1,100,0,3,0.8600578308105469,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'paris': ['100.0.24.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,4,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflicting reachability rules: 'marseille cannot reach 100.0.0.0/24' and 'Traffic originating from marseille can reach the subnet 100.0.0.0/0/24'""}",True,True
,,1,1,100,0,5,0.8899540901184082,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'kiev': ['100.0.22.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,6,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'reachability requirement conflict: milian cannot reach 100.0.10.0/24 but traffic originating from milan can reach the same prefix'}",True,True
,,1,1,100,0,7,0.8582010269165039,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'london': ['100.0.1.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,8,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflicting reachability requirement: connectivity from Marseille to 100.0.1.0/24 is already established, but it was previously forbidden.'}",True,True
,,1,1,100,0,9,0.8561098575592041,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'athens': ['100.0.25.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,10,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflicting reachability rules for paris to 100.0.18.0/24'}",True,True
,,1,1,100,0,11,0.8559908866882324,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'warsaw': ['100.0.9.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,12,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict between Reachability and Waypoint requirements'}",True,True
,,1,1,100,0,13,0.8675189018249512,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'lyon': ['100.0.13.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,14,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict in reachability requirement: athens cannot reach 100.0.14.0/24 and athens can reach 100.0.14.0/24'}",True,True
,,1,1,100,0,15,0.8618941307067871,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'frankfurt': ['100.0.31.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,16,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflicting reachability requirements for location 'istanbul' and prefix '100.0.8.0/24'""}",True,True
,,1,1,100,0,17,0.9519698619842529,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'luxembourg': ['100.0.14.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,18,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict between reachability and waypoint: sofia cannot reach 100.0.4.0/24, but the subnet 100.0.4.0/24 is reachable from sofia'}",True,True
