model_error,format_error,batch_size,n_policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,prompt_tokens,completion_tokens,total_cost,diff,conflict_exist,conflict_detect
,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement conflicts with existing reachability'}",True,True
,,1,1,100,0,1,0.9084789752960205,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'milan': ['100.0.1.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,2,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Reachability conflict: 'sofia' can and cannot reach the same prefix (100.0.18.0/24)""}",True,True
,,1,1,100,0,3,0.8593149185180664,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'paris': ['100.0.24.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,4,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement does not match the provided information, as it is both allowed and forbidden'}",True,True
,,1,1,100,0,5,0.8540489673614502,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'kiev': ['100.0.22.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,6,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'There is a conflict between reachability and waypoint rules. Reachability rule prohibits milan from reaching 100.0.10.0/24, but waypoint rule allows milan to reach 100.0.10.0/24.'}",True,True
,,1,1,100,0,7,0.8522140979766846,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'london': ['100.0.1.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,8,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict between reachability and connectivity; previously, it was not possible for marseille to reach 100.0.1.0/24, but now it can'}",True,True
,,1,1,100,0,9,0.9461021423339844,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'athens': ['100.0.25.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,10,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflicting reachability requirements for location 'paris' and prefix '100.0.18.0/24'""}",True,True
,,1,1,100,0,11,0.9574778079986572,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'warsaw': ['100.0.9.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,12,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict between Reachability and Waypoint requirements'}",True,True
,,1,1,100,0,13,0.8952028751373291,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'lyon': ['100.0.13.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,14,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict in reachability requirement: athens cannot and can both reach 100.0.14.0/24'}",True,True
,,1,1,100,0,15,1.0399439334869385,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'frankfurt': ['100.0.31.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,16,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflicting reachability requirements for location 'istanbul' and prefix '100.0.8.0/24'""}",True,True
,,1,1,100,0,17,2.3612537384033203,0,1,0,0,1.0,0,0,0,"{'type_changes': {""root['reachability']['luxembourg']"": {'old_type': <class 'list'>, 'new_type': <class 'dict'>, 'old_value': ['100.0.14.0/24'], 'new_value': {'100.0.14.0/24': True}}}, 'dictionary_item_removed': [""root['waypoint']"", ""root['loadbalancing']""]}",False,False
,,1,1,100,0,18,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability conflict between Sofia and 100.0.4.0/24'}",True,True
,,1,1,100,0,19,0.8536810874938965,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'frankfurt': ['100.0.1.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,20,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement and actual reachability configuration conflict. Paris was previously unable to reach 100.0.9.0/24, but now it can.'}",True,True
,,1,1,100,0,21,0.8819220066070557,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'bucharest': ['100.0.31.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,22,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflicting reachability requirements for location 'amsterdam' and prefix '100.0.27.0/24'. Reachability is both allowed and denied.""}",True,True
,,1,1,100,0,23,0.8608648777008057,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'brussels': ['100.0.31.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,24,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflicting reachability rules for location 'rotterdam' and prefix '100.0.24.0/24'""}",True,True
,,1,1,100,0,25,0.8615360260009766,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'praha': ['100.0.22.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,26,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability conflict between roma and 100.0.32.0/24'}",True,True
,,1,1,100,0,27,0.8613901138305664,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'sofia': ['100.0.10.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,28,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Reachability conflict between 'lyon cannot reach 100.0.8.0/24' and 'The subnet 100.0.8.0/24 is reachable from lyon'""}",True,True
,,1,1,100,0,29,0.8563361167907715,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'zurich': ['100.0.9.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,30,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement conflict: praha cannot reach 100.0.0.0/24, but 100.0.0.0/24 is accessible from praha'}",True,True
,,1,1,100,0,31,2.5716068744659424,0,0,1,0,0.0,0,0,0,"{'type_changes': {""root['reachability']"": {'old_type': <class 'dict'>, 'new_type': <class 'list'>, 'old_value': {'kiev': ['100.0.24.0/24']}, 'new_value': [{'location': 'kiev', 'prefix': '100.0.24.0/24', 'allow': True}]}}, 'dictionary_item_removed': [""root['waypoint']"", ""root['loadbalancing']""]}",False,False
,,1,1,100,0,32,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement conflict: Geneva cannot reach 100.0.18.0/24 but it is also accessible from Geneva'}",True,True
,,1,1,100,0,33,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement conflicts with no existing requirements'}",False,True
,,1,1,100,0,34,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflicting reachability requirement for location 'paris' and prefix '100.0.32.0/24'. Previously, it was not allowed, but now connectivity has been established.""}",True,True
,,1,1,100,0,35,0.8648922443389893,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'london': ['100.0.25.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,36,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement for Brussels and prefix 100.0.18.0/24 conflicts: allowing and forbidding reachability at the same time'}",True,True
,,1,1,100,0,37,0.8585169315338135,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'vienna': ['100.0.13.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,38,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflict between 'cannot reach' and 'connectivity established' requirements""}",True,True
,,1,1,100,0,39,0.8631258010864258,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'milan': ['100.0.20.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
,,1,1,100,0,40,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflicting reachability requirements for Brussels: it cannot reach 100.0.29.0/24, but the subnet is also reachable from Brussels.'}",True,True
,,1,1,100,0,41,2.397566080093384,0,0,1,0,0.0,0,0,0,"{'type_changes': {""root['reachability']"": {'old_type': <class 'dict'>, 'new_type': <class 'list'>, 'old_value': {'london': ['100.0.15.0/24']}, 'new_value': [{'location': 'london', 'prefix': '100.0.15.0/24', 'allow': True}]}}, 'dictionary_item_removed': [""root['waypoint']"", ""root['loadbalancing']""]}",False,False
,,1,1,100,0,42,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirement is inconsistent'}",True,True
,,1,1,100,0,43,1.0052428245544434,0,0,1,0,0.0,0,0,0,"{'type_changes': {'root': {'old_type': <class 'dict'>, 'new_type': <class 'str'>, 'old_value': {'reachability': {'milan': ['100.0.15.0/24']}, 'waypoint': {}, 'loadbalancing': {}}, 'new_value': 'no conflict'}}}",False,False
