model_error,format_error,batch_size,n_policy_types,max_n_requirements,iteration,chunk,time,total,success,fail,wrong,accuracy,prompt_tokens,completion_tokens,total_cost,diff,conflict_exist,conflict_detect
,,1,1,100,0,0,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Reachability requirements conflict with each other'}",True,True
,,1,1,100,0,1,0.9015219211578369,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['milan']""]}",False,False
,,1,1,100,0,2,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict between reachability and waypoint: sofia cannot reach 100.0.18.0/24, but 100.0.18.0/24 is accessible from sofia'}",True,True
,,1,1,100,0,3,0.8547756671905518,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['paris']""]}",False,False
,,1,1,100,0,4,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Reachability requirement for 'marseille' to '100.0.0.0/24' allows traffic, but previous requirement disallows it.""}",True,True
,,1,1,100,0,5,3.271453857421875,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['kiev']""]}",False,False
,,1,1,100,0,6,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Conflict between Reachability and Waypoint rules: milan cannot reach 100.0.10.0/24, but traffic originating from milan can reach the same prefix.'}",True,True
,,1,1,100,0,7,0.8760643005371094,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['london']""]}",False,False
,,1,1,100,0,8,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Marseille both cannot and can reach 100.0.1.0/24, which is a conflict.'}",True,True
,,1,1,100,0,9,1.0429141521453857,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['athens']""]}",False,False
,,1,1,100,0,10,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': ""Conflict in Reachability requirement for location 'paris' and prefix '100.0.18.0/24'""}",True,True
,,1,1,100,0,11,0.8667020797729492,0,0,1,0,0.0,0,0,0,"{'dictionary_item_removed': [""root['reachability']['warsaw']""]}",False,False
,,1,1,100,0,12,0,0,0,0,0,0,0,0,0,"{'status': 'ERROR', 'reason': 'Inconsistent reachability requirement'}",True,True
